Intermédiaire;Date envoi de la commande;MEN#;PO#;N° Lot;Fournisseur;OP/Client/Appro;Acompte;Alerte;Etat de la commande;Payé ?;"Nombre de mois 
(de la commande à la livraison)";Artwork;REF;Désignation;Quantité;PU;Prix / référence;Total prix commande;Frais supp;Total prix sur facture ;PCB;Volume m3  PCB;Volume m3 réfernce total;Volume m3 commande;"Matière
(MAT)";"Semi-production
(SP)";"Echantillon de
conformité";"Production
(BAT)";Date inspection;Rapport d'inspection;"Réception
(RECEP)";"Non-conformité
(NCR)";ETD confirmé;"Retard 
(jours)";ETD réel;ETA;Date de livraison;Lieu de livraison;N° BL;N° Conteneur;N° Facture;Transport ;Transitaire;Colis/pièces manquantes
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;11;Aucun;20890007;FOURCHETTE ECORCE PROMOCASH;504.0;0.198;99.792;43538.25999999999;;43538.25999999999;72.0;0.00595;0.041650000000000006;15.87173875;Aucune;Aucune;Validé;Conforme;2025-03-23 00:00:00;OK 4933661.00-58;Conforme;Aucune;2024-09-05 00:00:00;224;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413E;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;6;Aucun;20890007;FOURCHETTE ECORCE PROMOCASH;864.0;0.198;171.072;43538.25999999999;;43538.25999999999;72.0;0.00595;0.0714;15.87173875;Aucune;Aucune;Validé;Conforme;2024-11-05 00:00:00;OK 4928112.00-26;Conforme;Aucune;2024-09-05 00:00:00;77;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;11;Aucun;20890008;CUILLERE ECORCE PROMOCASH;1296.0;0.225;291.6;43538.25999999999;;43538.25999999999;72.0;0.00595;0.1071;15.87173875;Aucune;Conforme;Validé;Conforme;2025-04-02 00:00:00;FAIL 4935210.00-10;;;2024-09-05 00:00:00;224;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413E;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;6;Aucun;20890013;COUTEAU ECORCE PVD NOIR VRAC+GENCOD;1080.0;0.469;506.52;43538.25999999999;;43538.25999999999;120.0;0.0061582500000000005;0.05542425000000001;15.87173875;Aucune;Conforme;Validé;Conforme;2024-11-08 00:00:00;OK 4928112.00-40;Conforme;Aucune;2024-09-05 00:00:00;77;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 04/12/2024;2024-09-26 00:00:00;5;Aucun;20890014;FOURCHETTE ECORCE PVD NOIR VRAC+GENCOD;1680.0;0.388;651.84;43538.25999999999;;43538.25999999999;120.0;0.006251;0.087514;15.87173875;Aucune;Aucune;Validé;Conforme;2024-07-31 00:00:00;OK 4924138.00-13;Conforme;Aucune;2024-09-05 00:00:00;27;2024-10-02 00:00:00;2024-11-26 00:00:00;2024-12-04 08:00:00;POMMIER;FSSZS2402305;DFSU1139442;;AL DHAIL;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 04/12/2024;2024-09-26 00:00:00;5;Aucun;20890015;CUILLERE ECORCE PVD NOIR VRAC+GENCOD;1440.0;0.349;502.55999999999995;43538.25999999999;;43538.25999999999;120.0;0.009588;0.11505599999999999;15.87173875;Aucune;Aucune;Validé;Conforme;2024-07-31 00:00:00;OK 4924138.00-14;Conforme;Aucune;2024-09-05 00:00:00;27;2024-10-02 00:00:00;2024-11-26 00:00:00;2024-12-04 08:00:00;POMMIER;FSSZS2402305;DFSU1139442;;AL DHAIL;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 04/12/2024;2024-09-26 00:00:00;5;Aucun;20890016;CAFE ECORCE PVD NOIR VRAC+GENCOD;2400.0;0.298;715.1999999999999;43538.25999999999;;43538.25999999999;240.0;0.008415;0.08415;15.87173875;Aucune;Aucune;Validé;Conforme;2024-07-31 00:00:00;FAIL 4924138.00-15;Conforme;Aucune;2024-09-05 00:00:00;27;2024-10-02 00:00:00;2024-11-26 00:00:00;2024-12-04 08:00:00;POMMIER;FSSZS2402305;DFSU1139442;;AL DHAIL;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;11;Aucun;21140002;COUTEAU PALMA + GENCOD;4680.0;0.357;1670.76;43538.25999999999;;43538.25999999999;120.0;0.011825;0.461175;15.87173875;Aucune;Conforme;Validé;Conforme;2025-04-08 00:00:00;OK 4935210.00-25;Conforme;Aucune;2024-09-05 00:00:00;224;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413E;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21140003;FOURCHETTE PALMA + GENCOD;5040.0;0.199;1002.96;43538.25999999999;;43538.25999999999;240.0;0.0215625;0.45281249999999995;15.87173875;Aucune;Conforme;Validé;Conforme;2025-06-26 00:00:00;FAIL 4940165.00-11;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21140004;CUILLERE PALMA + GENCOD;2880.0;0.214;616.3199999999999;43538.25999999999;;43538.25999999999;240.0;0.020825;0.2499;15.87173875;Aucune;Conforme;;Non reçu;2025-07-03 00:00:00;OK 4940165.00-34;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21140005;CAFE PALMA + GENCOD;7680.0;0.147;1128.96;43538.25999999999;;43538.25999999999;240.0;0.014911;0.477152;15.87173875;Aucune;Conforme;;Non reçu;;;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 04/12/2024;2024-09-26 00:00:00;5;Aucun;21300003;FOURCHETTE EMPREINTE + GENCOD;6120.0;0.261;1597.3200000000002;43538.25999999999;;43538.25999999999;120.0;0.014994;0.764694;15.87173875;Aucune;Aucune;Validé;Conforme;2024-07-31 00:00:00;OK 4924138.00-16;Conforme;Aucune;2024-09-05 00:00:00;27;2024-10-02 00:00:00;2024-11-26 00:00:00;2024-12-04 08:00:00;POMMIER;FSSZS2402305;DFSU1139442;;AL DHAIL;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21300005;CAFE EMPREINTE + GENCOD;8760.0;0.159;1392.84;43538.25999999999;;43538.25999999999;120.0;0.009490499999999999;0.6928064999999999;15.87173875;Aucune;Conforme;Validé;Conforme;2025-06-23 00:00:00;FAIL 4940165.00-3;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21450002;FOURCHETTE RIVAGE EN BOITE PEGBOARDABLE;360.0;0;0;43538.25999999999;;43538.25999999999;72.0;0.01122;0.056100000000000004;15.87173875;Non reçu;Non reçu;Validé;Non reçu;;;;;2024-09-05 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;6;Aucun;21450002;FOURCHETTE RIVAGE EN BOITE PEGBOARDABLE;1224.0;0.315;385.56;43538.25999999999;;43538.25999999999;72.0;0.01122;0.19074000000000002;15.87173875;Aucune;Aucune;Validé;Conforme;2024-11-03 00:00:00;OK 4928112.00-16;Conforme;Aucune;2024-09-05 00:00:00;77;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;6;Aucun;21450008;CUILLERE DESSERT RIVAGE EN BOITE PEGBOARDABLE;1656.0;0.215;356.04;43538.25999999999;;43538.25999999999;72.0;0.0124135;0.2855105;15.87173875;Aucune;Aucune;Validé;Conforme;2024-11-03 00:00:00;OK 4928112.00-17;Conforme;Aucune;2024-09-05 00:00:00;77;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 04/12/2024;2024-09-26 00:00:00;5;Aucun;21460013;CAFE FUSEAU + GENCOD;2304.0;0.187;430.848;43538.25999999999;;43538.25999999999;144.0;0.00594;0.09504;15.87173875;Aucune;Aucune;Validé;Conforme;2024-09-06 00:00:00;OK 4925244.00-45;Conforme;Aucune;2024-09-05 00:00:00;27;2024-10-02 00:00:00;2024-11-26 00:00:00;2024-12-04 08:00:00;POMMIER;FSSZS2402305;DFSU1139442;;AL DHAIL;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21480002;FOURCHETTE BASIQUE;3456.0;0.12;414.71999999999997;43538.25999999999;;43538.25999999999;288.0;0.00870675;0.10448099999999999;15.87173875;Non reçu;Non reçu;Validé;Conforme;;;;;2024-09-05 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21480004;CAFE BASIQUE;4608.0;0.055;253.44;43538.25999999999;;43538.25999999999;288.0;0.007071999999999999;0.11315199999999999;15.87173875;Non reçu;Non reçu;Validé;Conforme;;;;;2024-09-05 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21549909;COUTEAU  BAGATELLE FINITION POLI MIROIR VRAC + GENCOD;3600.0;0;0;43538.25999999999;0.0;43538.25999999999;120.0;0.016348750000000002;0.0;15.87173875;Non reçu;Non reçu; /;Non reçu; /; /; /; /;2024-07-30 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21549910;FOURCHETTE BAGATELLE FINITION POLI MIROIR VRAC + GENCOD;8160.0;0;0;43538.25999999999;0.0;43538.25999999999;240.0;0.028125;0.0;15.87173875;Non reçu;Non reçu; /;Non reçu; /; /; /; /;2024-07-30 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21549911;CUILLERE BAGATELLE FINITION POLI MIROIR VRAC + GENCOD;3600.0;0;0;43538.25999999999;0.0;43538.25999999999;240.0;0.028925;0.0;15.87173875;Non reçu;Non reçu; /;Non reçu; /; /; /; /;2024-07-30 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21549912;CAFE BAGATELLE FINITION POLI MIROIR VRAC + GENCOD;1920.0;0;0;43538.25999999999;0.0;43538.25999999999;240.0;0.0056437499999999995;0.0;15.87173875;Non reçu;Non reçu; /;Non reçu; /; /; /; /;2024-07-30 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21600002;COUTEAU ARABESQUE FINITION MIROIR VRAC+GENCOD;960.0;0;0;43538.25999999999;;43538.25999999999;120.0;0.010951874999999998;0.08761499999999998;15.87173875;Conforme;Aucune;Validé;Conforme;;;;;2024-09-05 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;6;Aucun;21600002;COUTEAU ARABESQUE FINITION MIROIR VRAC+GENCOD;600.0;0.456;273.6;43538.25999999999;;43538.25999999999;120.0;0.010951874999999998;0.05475937499999999;15.87173875;Aucune;Aucune;Validé;Conforme;2024-11-03 00:00:00;OK 4928112.00-18;Conforme;Aucune;2024-09-05 00:00:00;77;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;6;Aucun;21600004;CUILLERE ARABESQUE FINITION MIROIR VRAC+GENCOD;3600.0;0.285;1026;43538.25999999999;;43538.25999999999;240.0;0.0195075;0.2926125;15.87173875;Aucune;Aucune;Validé;Conforme;2024-11-05 00:00:00;OK 4928112.00-25;Conforme;Aucune;2024-09-05 00:00:00;77;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;18;Aucun;21600004;CUILLERE ARABESQUE FINITION MIROIR VRAC+GENCOD;960.0;0.285;273.59999999999997;43538.25999999999;;43538.25999999999;240.0;0.0195075;0.07803;15.87173875;Conforme;Aucune;Validé;Conforme;2025-10-29 00:00:00;OK 4946165.00-17;Conforme;Aucune;2024-09-05 00:00:00;444;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113A;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21600005;CAFE ARABESQUE FINITION MIROIR VRAC+GENCOD;10800.0;0.237;2559.6;43538.25999999999;;43538.25999999999;240.0;0.0195075;0.8778375;15.87173875;Aucune;Conforme;Validé;Conforme;2025-07-03 00:00:00;OK 4940165.00-33;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21610003;FOURCHETTE DAMIER FINITION MIROIR VRAC+GENCOD;6480.0;0.254;1645.92;43538.25999999999;;43538.25999999999;240.0;0.0195075;0.5267025;15.87173875;Aucune;Conforme;;Non reçu;2025-06-30 00:00:00;OK 4940165.00-25;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;15;Aucun;21610005;CAFE DAMIER FINITION MIROIR VRAC+GENCOD;6960.0;0.21;1461.6;43538.25999999999;;43538.25999999999;240.0;0.0195075;0.5657175;15.87173875;Conforme;Aucune;Validé;Conforme;2025-06-26 00:00:00;OK 4940165.00-10;;;2024-09-05 00:00:00;332;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725E;;QUALITAIRSEA;
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21870001;COUTEAU BUFFET EN BOITE BLANCHE;1944.0;0;0;43538.25999999999;;43538.25999999999;72.0;0.001029;0.027783;15.87173875;Non reçu;Non reçu;;Non reçu;;;;;2024-09-05 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Annulée;Non;;Aucun;21870006;MAZAGRAN BUFFET EN BOITE BLANCHE;6500.0;0;0;43538.25999999999;;43538.25999999999;250.0;0.008639999999999998;0.22463999999999995;15.87173875;Non reçu;Non reçu;;Non reçu;;;;;2024-09-05 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-06-17;24050;145862.0;2405281601;WANXIN;Appro 240517;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;11;Aucun;22150002;COUTEAU DOTS CARREFOUR HOME;2520.0;0.292;735.8399999999999;43538.25999999999;;43538.25999999999;120.0;0.007102875;0.14916037499999998;15.87173875;Aucune;Conforme;Validé;Conforme;2025-04-02 00:00:00;FAIL 4935210.00-8;;;2024-09-05 00:00:00;224;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413E;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;4;Aucun;300330;COUTEAU CLEO 10/10;8208.0;0.134;1099.872;128378.288;;128378.288;432.0;0.01191175;0.22632325;50.33392575;Aucune;Aucune;Validé;Conforme;2024-11-02 00:00:00;REWORK 4928112.00-20;Conforme;Aucune;2024-12-10 00:00:00;Aucun;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 07/04/2025;2025-02-12 00:00:00;6;Aucun;300330;COUTEAU CLEO 10/10;2160.0;0.134;289.44;128378.288;;128378.288;432.0;0.01191175;0.05955875;50.33392575;Aucune;Aucune;Validé;Conforme;2025-01-17 00:00:00;OK 4931777.00-94;;;2024-12-10 00:00:00;53;2025-02-01 00:00:00;2025-03-21 00:00:00;2025-04-07 08:00:00;POMMIER;FSSZS2500316;DRYU2996958;;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;4;Aucun;402650;LOT 6 CUILL MOKA CLEO 18% 10/10;32600.0;0.206;6715.599999999999;128378.288;;128378.288;200.0;0.006021000000000001;0.9814230000000002;50.33392575;Aucune;Aucune;Validé;Conforme;2024-11-02 00:00:00;OK 4928112.00-22;Conforme;Aucune;2024-12-10 00:00:00;Aucun;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 27/01/2026;2025-12-23 00:00:00;16;Aucun;402650;LOT 6 CUILL MOKA CLEO 18% 10/10;35000.0;0.206;7210;128378.288;;128378.288;200.0;0.006021000000000001;1.0536750000000001;50.33392575;Conforme;Aucune;Validé;Conforme;2025-11-11 00:00:00;OK 4946165.00-46;;;2024-12-10 00:00:00;362;2025-12-07 00:00:00;2026-01-18 00:00:00;2026-01-27 08:00:00;POMMIER;SZSE2512955;SGRU2236310;20251128A;CMA CGM IGUACU;QUALITAIRSEA;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Annulée;Non;;Aucun;433620;FOURCHETTE KOBE+GENCOD;8208.0;0.47;3857.7599999999998;128378.288;;128378.288;144.0;0.005685750000000001;0.32408775000000006;50.33392575;Non reçu;Non reçu;;Non reçu;;;;;2024-12-10 00:00:00;Aucun; /; /; /;POMMIER;;;;;;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Annulée;Non;;Aucun;433640;CAFE KOBE+GENCOD;10080.0;0.301;3034.08;128378.288;;128378.288;144.0;0.011826000000000001;0.8278200000000001;50.33392575;Non reçu;Non reçu;;Non reçu;;;;;2024-12-10 00:00:00;Aucun; /; /; /;POMMIER;;;;;;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;12;Aucun;10890001;TARTINEUR ECORCE + GENCOD;576.0;0.223;128.448;128378.288;;128378.288;144.0;0.0063825;0.02553;50.33392575;Aucune;Conforme;Validé;Conforme;2025-06-05 00:00:00;FAIL 4938307.00-44;;;2024-12-10 00:00:00;236;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725H;;QUALITAIRSEA;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;9;Aucun;10890001;TARTINEUR ECORCE + GENCOD;3312.0;0.223;738.576;128378.288;;128378.288;144.0;0.0063825;0.1467975;50.33392575;Aucune;Conforme;Validé;Conforme;2025-03-22 00:00:00;OK 4933661.00-59;;;2024-12-10 00:00:00;128;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413I;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Annulée;Non;;Aucun;20480002;COUTEAU STEAK CLEO 15/10;3024.0;0;0;128378.288;;128378.288;432.0;0.010477999999999998;0.07334599999999998;50.33392575;Aucune;Conforme;Validé;Conforme;;;;;2024-12-11 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;9;Aucun;20480002;COUTEAU STEAK CLEO 15/10;5616.0;0.14;786.2400000000001;128378.288;;128378.288;432.0;0.010477999999999998;0.13621399999999997;50.33392575;Aucune;Conforme;Validé;Conforme;2025-01-17 00:00:00;OK 4931777.00-94;;;2024-12-10 00:00:00;128;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413I;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 07/04/2025;2025-02-12 00:00:00;6;Aucun;20480002;COUTEAU STEAK CLEO 15/10;15984.0;0.14;2237.76;128378.288;;128378.288;432.0;0.010477999999999998;0.3876859999999999;50.33392575;Aucune;Conforme;Validé;Conforme;2025-01-17 00:00:00;OK 4931777.00-94;;;2024-12-10 00:00:00;53;2025-02-01 00:00:00;2025-03-21 00:00:00;2025-04-07 08:00:00;POMMIER;FSSZS2500316;DRYU2996958;;;SEALOGIS;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;16;Aucun;20480004;FOUCHETTE CLEO PROMOCASH;23000.0;0.069;1587.0000000000002;128378.288;;128378.288;250.0;0.010710000000000003;0.9853200000000002;50.33392575;Conforme;Aucune;Validé;Conforme;2025-11-12 00:00:00;OK 4946165.00-53;;;2024-12-10 00:00:00;348;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113B;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;16;Aucun;20480006;CAFE CLEO PROMOCASH;32100.0;0.041;1316.1000000000001;128378.288;;128378.288;300.0;0.00378;0.40446;50.33392575;Conforme;Aucune;Validé;Conforme;2025-11-08 00:00:00;OK 4946165.00-39;Conforme;Aucune;2024-12-10 00:00:00;348;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113B;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;14;Aucun;20480009;LOT 2 TARTINEURS CLEO;2376.0;0.413;981.2879999999999;128378.288;;128378.288;216.0;0.008976;0.09873599999999999;50.33392575;Aucune;Conforme;Validé;Conforme;2025-05-21 00:00:00;FAIL 4938307.00-3;;;2024-12-10 00:00:00;277;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2409041448;;QUALITAIRSEA;
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 13/01/2025;2024-12-04 00:00:00;4;Aucun;20890006;COUTEAU ECORCE PROMOCASH;3888.0;0.35;1360.8;128378.288;;128378.288;72.0;0.004908750000000001;0.26507250000000004;50.33392575;Aucune;Aucune;Validé;Conforme;2024-11-08 00:00:00;OK 4928112.00-42;Conforme;Aucune;2024-12-10 00:00:00;Aucun;2024-11-21 00:00:00;2024-12-27 00:00:00;2025-01-13 08:00:00;POMMIER;FSSZS2402682;SLEU2356851;;;SEALOGIS;1 colis supplémentaire = 72 pcs
TB CHINA;2024-09-13;24079;150073.0;2409041448;WANXIN;Appro 240730;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;9;Aucun;20890007;FOURCHETTE ECORCE PROMOCASH;6264.0;0.198;1240.2720000000002;128378.288;;128378.288;72.0;0.00595;0.51765;50.33392575;Aucune;Conforme;Validé;Conforme;2025-03-22 00:00:00;OK 4933661.00-60;;;2024-12-10 00:00:00;128;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413I;;SEALOGIS;
